"claim_id","claim_short","paper_id","year","title","venue","doi","modality","evidence_type","where_in_paper","supporting_excerpt","why_it_supports","metric_terms","terminology_terms","cross_domain_note","confidence","source_path","source_locator"
"C2","Metric definition/usage","O_ISAC_286","2024","Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification","Optics Express","Not reported","Photo-THz","Experimental","**2. Principle** > 3. Experiment and result","due to the overlapping of different target spectrum. Nevertheless, this approach still enhances the SNR of the spectrum in a multi-target scenario. ![](_page_9_Figure_4.jpeg) **Fig.","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_286\O_ISAC_286.md","**2. Principle** > 3. Experiment and result (L137)"
"C1","Terminology aliasing","O_ISAC_288","2024","Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies","Photonics (MDPI)","https://doi.org/10.3390/photonics11090861","Fiber","Experimental","*1.2. Related Work*","Work* In recent years, there has been increasing interest in developing ISAC systems, also known as joint radar and communication (JRC) systems. For instance,","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_288\O_ISAC_288.md","*1.2. Related Work* (L52)"
"C1","Terminology aliasing","O_ISAC_288","2024","Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies","Photonics (MDPI)","https://doi.org/10.3390/photonics11090861","Fiber","Experimental","*1.2. Related Work* > *1.3. Paper's Contribution* ","register is 2 *q* − 1. When the period reaches this maximum length, the PN sequence is referred to as a maximal-length sequence, wherein","Explicit terminology aliasing detected with pattern 'referred to as'.","","referred to as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_288\O_ISAC_288.md","*1.2. Related Work* > *1.3. Paper's Contribution* > *1.4. Paper's Organization* > <span id=""page-5-1""></span>*2.2. Spread Spectrum Signal* (L130)"
"C2","Metric definition/usage","O_ISAC_288","2024","Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies","Photonics (MDPI)","https://doi.org/10.3390/photonics11090861","Fiber","Experimental","*1.2. Related Work* > *1.3. Paper's Contribution* ","spectrum waveforms, the signal chip duration is a crucial factor that determines the range resolution, which is related linearly, as follows [\[1\]](#page-15-0): $$\Delta R","Defines/uses metric 'range resolution' with specific formula or value.","range resolution","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_288\O_ISAC_288.md","*1.2. Related Work* > *1.3. Paper's Contribution* > <span id=""page-6-0""></span>*3.1. Fiberless Channel* > 3.1.2. Radar System (L183)"
"C2","Metric definition/usage","O_ISAC_288","2024","Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies","Photonics (MDPI)","https://doi.org/10.3390/photonics11090861","Fiber","Experimental","*1.2. Related Work* > *1.3. Paper's Contribution* ","the range resolution, which is related linearly, as follows [\[1\]](#page-15-0): $$\Delta R = cT_c/2,\tag{3}$$ where *c* is the speed of light and *Tc* is","Defines/uses metric 'Δr' with specific formula or value.","Δr","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_288\O_ISAC_288.md","*1.2. Related Work* > *1.3. Paper's Contribution* > <span id=""page-6-0""></span>*3.1. Fiberless Channel* > 3.1.2. Radar System (L185)"
"C3","Cross-modality contrast","O_ISAC_291","2024","POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection","ACM SIGCOMM Posters and Demos '24","10.1145/3672202.3673726","VLC","Experimental","POSTER: Holographic Optical Tag enabled Omnidirect","Cameras broaden light perception for broader sensing, but full 3D movement is limited compared to RF wireless technologies due to non-3D optical transmitter design.","VLC paper explicitly contrasts with other, evidencing siloed research.","","","VLC vs other","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_291\O_ISAC_291.md","POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection > 1 INTRODUCTION (L73)"
"C1","Terminology variant usage","O_ISAC_300","2024","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC","Journal of Lightwave Technology","10.1109/JLT.2023.3344788","Photo-THz","Experimental","Preamble-Free Synchronization Based on Dual-chirp ","radar sensing [12], [13], which lays the foundation for the research on photonic ISAC systems with dedicated integrated waveforms. For example, due to their","Uses distinctive O-ISAC terminology variant 'photonic ISAC'.","","photonic ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION (L31)"
"C2","Metric definition/usage","O_ISAC_300","2024","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC","Journal of Lightwave Technology","10.1109/JLT.2023.3344788","Photo-THz","Experimental","Preamble-Free Synchronization Based on Dual-chirp ","has been analyzed extensively in [25]. According to (12), the theoretical range resolution, under the condition of $R_B \le B$ , can be calculated","Defines/uses metric 'range resolution' with specific formula or value.","range resolution","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION > II. SYSTEM MODEL > B. Dual-Chirp-Based Integrated Waveform Consideration (L150)"
"C2","Metric definition/usage","O_ISAC_300","2024","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC","Journal of Lightwave Technology","10.1109/JLT.2023.3344788","Photo-THz","Experimental","Preamble-Free Synchronization Based on Dual-chirp ","laboratory. We denote the amplitude ratio by $\rho = (\beta_u/\beta_d)^{1/2}$ , thus, the signal-to-noise ratio (SNR) for the integrated signal, and the signal-to-interference-plus-noise ratio","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION > II. SYSTEM MODEL > B. Dual-Chirp-Based Integrated Waveform Consideration (L113)"
"C2","Metric definition/usage","O_ISAC_300","2024","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC","Journal of Lightwave Technology","10.1109/JLT.2023.3344788","Photo-THz","Experimental","Preamble-Free Synchronization Based on Dual-chirp ","under the condition of $R_B \le B$ , can be calculated as: $$\Delta r = \frac{c}{2B} = \frac{cT_{3dB}}{2} \tag{13}$$ where c is the vacuum","Defines/uses metric 'Δr' with specific formula or value.","Δr","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION > II. SYSTEM MODEL > B. Dual-Chirp-Based Integrated Waveform Consideration (L152)"
"C2","Metric definition/usage","O_ISAC_300","2024","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC","Journal of Lightwave Technology","10.1109/JLT.2023.3344788","Photo-THz","Experimental","Preamble-Free Synchronization Based on Dual-chirp ","= \frac{SNR_{isac}}{1 + \rho^2}.$$ (11) Therefore, the amplitude ratio results in the trade-off between communication demodulation and synchronization, which will be experimentally analyzed in","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION > II. SYSTEM MODEL > B. Dual-Chirp-Based Integrated Waveform Consideration (L135)"
"C4","Cross-domain gap","O_ISAC_300","2024","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC","Journal of Lightwave Technology","10.1109/JLT.2023.3344788","Photo-THz","Experimental","Preamble-Free Synchronization Based on Dual-chirp ","GSa/s), where offline radar sensing and communication demodulation are performed separately in the digital domain. Fig. 6(c)shows the electrical spectrum of the obtained IF","Strategic section discusses 'separately' indicating cross-domain transfer issue.","","","Discusses 'separately' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md","Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION > II. SYSTEM MODEL > A. Photonic THz-ISAC Transceiver Architecture (L172)"
"C2","Metric definition/usage","O_ISAC_301","2024","Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G","Chinese Optics Letters","10.3788/COL202422.043901","Fiber","Experimental","Demonstration of radar-aided flexible communicatio","Fig. 1. Illustration of fiber-to-the-room and ISAC RRU scene. (SNR) is estimated by measuring the error vector magnitude (EVM) of the received signal[7] as","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_301\O_ISAC_301.md","Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G > 1. Introduction > 2. Principles (L37)"
"C1","Terminology aliasing","O_ISAC_303","2024","Integrated sensing, lighting and communication based on visible light communication: A review","Digital Signal Processing (Elsevier)","10.1016/j.dsp.2023.104340","VLC","Simulation","Keywords: Visible light communication Visible ligh","*Code Division Multiple Access (CDMA).* CDMA, also known as OCDMA (Optical Code Division Multiple Access), uses orthogonal optical codes and OOK modulation to enable","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_303\O_ISAC_303.md","Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Network architecture* (L204)"
"C2","Metric definition/usage","O_ISAC_303","2024","Integrated sensing, lighting and communication based on visible light communication: A review","Digital Signal Processing (Elsevier)","10.1016/j.dsp.2023.104340","VLC","Simulation","Keywords: Visible light communication Visible ligh","from the sun or other artificial illumination sources, shot noise from PDs or ambient light, and thermal noise of PDs [15,30]. Hence, the noises","Defines/uses metric 'shot noise' with specific formula or value.","shot noise","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_303\O_ISAC_303.md","Keywords: Visible light communication Visible light sensing Integrated sensing and communication > Introduction > Basics of visible light communication > Channel characteristics and models (L129)"
"C3","Cross-modality contrast","O_ISAC_303","2024","Integrated sensing, lighting and communication based on visible light communication: A review","Digital Signal Processing (Elsevier)","10.1016/j.dsp.2023.104340","VLC","Simulation","Keywords: Visible light communication Visible ligh","channel characteristics from the following aspects. Light source. In most existing VLC systems, LED transmitters usually serve as the light source. LEDs have two","VLC paper explicitly contrasts with VLC, evidencing siloed research.","","","VLC vs VLC","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_303\O_ISAC_303.md","Keywords: Visible light communication Visible light sensing Integrated sensing and communication > Introduction > Basics of visible light communication > Channel characteristics and models (L96)"
"C5","Framework/benchmark need","O_ISAC_303","2024","Integrated sensing, lighting and communication based on visible light communication: A review","Digital Signal Processing (Elsevier)","10.1016/j.dsp.2023.104340","VLC","Simulation","Keywords: Visible light communication Visible ligh","Therefore, OFDM has the advantage of mitigating inter-symbol inference. However, it is not a standardized modulation scheme; modifications are required for its application in","Discusses 'standardization' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_303\O_ISAC_303.md","Keywords: Visible light communication Visible light sensing Integrated sensing and communication > Introduction > Basics of visible light communication > Modulation and demodulation techniques (L143)"
"C1","Terminology variant usage","O_ISAC_310","2024","Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning","Unknown","Unknown","Photo-THz","Simulation","Simulation of Constant-envelope THz Integrated Sen","unified waveform [3]. For example, the code division multiplexing (CDM) Ka-band photonic ISAC system utilized phase coding and spectral spread multiplexing, achieving a communication","Uses distinctive O-ISAC terminology variant 'photonic ISAC'.","","photonic ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_310\O_ISAC_310.md","Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning > I. INTRODUCTION (L15)"
"C1","Terminology aliasing","O_ISAC_324","2024","Integrated Distributed Sensing and Quantum Communication Networks","Research (Science Partner Journal)","https://doi.org/10.34133/research.0416","Fiber","Experimental","**Introduction**","is mainly divided into two types. One uses backscattering light to achieve sensing also known as phase-sensitive optical time-domain reflectometry (*ϕ*-OTDR [\[42](#page-14-6)[–51\]](#page-14-7)), while the","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_324\O_ISAC_324.md","**Introduction** (L25)"
"C2","Metric definition/usage","O_ISAC_324","2024","Integrated Distributed Sensing and Quantum Communication Networks","Research (Science Partner Journal)","https://doi.org/10.34133/research.0416","Fiber","Experimental","**Experiment result**","= *V*1 = *V*2 = *V*3 = 12 SNU, where SNU is the shot noise unit. The spectrum of the ![](_page_8_Figure_10.jpeg) **Fig. 5.** Optical","Defines/uses metric 'shot noise' with specific formula or value.","shot noise","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_324\O_ISAC_324.md","**Experiment result** (L303)"
"C5","Framework/benchmark need","O_ISAC_324","2024","Integrated Distributed Sensing and Quantum Communication Networks","Research (Science Partner Journal)","https://doi.org/10.34133/research.0416","Fiber","Experimental","**Integrated distributed sensing and quantum commu","fiber link to integrate with DOFS. These will be the content of our future research. Due to space constraints, we will not continue to","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_324\O_ISAC_324.md","**Integrated distributed sensing and quantum communication networks** > *Point-to-multipoint quantum networks* > <span id=""page-2-0""></span>Table 1. The steps of point-to-point GMCS CV-QKD > Conclusion (L285)"
