claim_id,claim_key,section,paper_id,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,claim_supported
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_356,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
b713accbc6bd,4C|shared_hardware,4C,O_ISAC_360,shared_hardware,joint equipment,fuzzy:85.71428571428572,INDIRECT,"The concept of shared_hardware is related to the use of common hardware components or infrastructure. In this snippet, the fabrication process and the layers deposited on the wafer are described, which implies the use of shared hardware such as metal organic chemical vapor deposition equipment and electron-beam evaporation. However, the concept is not explicitly mentioned, hence it is indirect.","The integration of monolithic III-nitride circuit is fabricated on a 2-inch GaN-on-silicon wafer. The upper layer of this wafer is a ~25 nm p-GaN layer, followed by a ~500 nm p-AlGaN cladding layer, ~20 nm p-AlGaN electron blocking (EBL) layer. Next, the ~52 nm InGaN/AlGaN MQW active region is sandwiched by ~60 nm p-GaN waveguide layer, and ~80 nm n-GaN waveguide layer. This design confines photons to the active layer and waveguide layer, thereby minimizing internal light propagation losses in the device. Below the n-GaN waveguide layer are ~750 nm n-AlGaN cladding layer, ~2450 nm n-AlGaN layer, ~1030 nm n-GaN layer and ~750 nm AlN/AlGaN multilayer buffer. These layers are deposited layer by layer on the substrate through metal organic chemical vapor deposition equipment.",23,23,**Monolithic III-nitride photonic circuit for integrated sensing and communication system** > **Abstract** > **1 Introduction** > **2 Design and fabrication**,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_360,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_360,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_368,shared_waveform,joint waveform,lexical,INDIRECT,"The concept of shared_waveform is related to the discussion of integrating sensing and communication, but it is not explicitly mentioned in the context.",#### 2) DOFS combined with joint waveform,57,57,1) DOFS combined with Wavelength Division Multiplexing (WDM) > 2) DOFS combined with joint waveform,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_368,shared_waveform,joint waveform,lexical,DIRECT,"The snippet explicitly mentions 'a linear frequency modulation (LFM) wave' and 'LFM is not only the carrier of PAM4 signal, but also the sensing probe of DOFS', which implies a shared waveform for both communication and sensing.",Fig. 3. Configuration of DOFS combined with joint waveform for ISAC,65,65,1) DOFS combined with Wavelength Division Multiplexing (WDM) > 2) DOFS combined with joint waveform,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_368,shared_waveform,joint waveform,lexical,DIRECT,"The snippet lists 'DOFS' and 'Joint waveform (PAM4+LFM)' as a method, directly implying the use of a shared waveform for communication and sensing.",| [8]            | DOFS     Joint waveform (PAM4+LFM)                                    | Vibration         | Improve spectral efficiency     Reduce the complexity of transmission and demodulation     Improve transmission performance                                            | Apply other amplitude-modulation-based signals     Use optical injection locking to generate high-performance LFM optical carrier     Implement pre-distortion to compensate LFM waveform amplitude fluctuations                                          |,101,101,1) Machine Learning (ML)-based Eavesdropping Detection > 2) Polarization rotation vector > III. OPEN ISSUES,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_368,shared_waveform,joint waveform,lexical,INDIRECT,"The concept of shared_waveform is implied through the discussion of a 'combined waveform' and 'joint waveform' that can benefit both communication and sensing, but it is not directly stated.","- For the ISAC system combined with DOFS, how to optimally balance the performance of communication and sensing should be considered. The nonlinear caused by DOFS has a significant impact on the communication system. Compared with the scheme in [7], the combination of designed joint waveform and DOFS can greatly reduce the nonlinear impact on communication performance [8]. It is a meaningful research direction to explore a combined waveform that is both beneficial for communication and sensing.",106,106,1) Machine Learning (ML)-based Eavesdropping Detection > 2) Polarization rotation vector > III. OPEN ISSUES,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_368,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_368,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_371,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,separate_frontends,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_371,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,tdm,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_377,shared_waveform,joint waveform,lexical,INDIRECT,"The concept of shared_waveform is related to the joint waveform that encodes a DC-offset QPSK signal on a linear frequency-modulated continuous wave (LFMCW) in baseband, which is used for both sensing and communications functions in the mmW ISAC system. The text does not directly define or explain the concept of shared_waveform, but it implies the use of a shared waveform for dual purposes.","**Abstract:** The evolution of mobile communications towards millimeter-wave (mmW) bands provides a strong opportunity for the seamless integration of radar and wireless communications. We present a photonics-aided mmW integrated sensing and communications (ISAC) system constructed by photonic up-conversion using a coherent optical frequency comb, which facilitates zero frequency offset of the resulting mmW signal. The sensing and communications functions are enabled by a joint waveform that encodes a DC-offset QPSK signal on a linear frequencymodulated continuous wave (LFMCW) in baseband. The QPSK encoding ensures the constant envelope of the mmW ISAC signal for long-distance radar detection. The optimized DC offset preserves the distinctive chirp phase and good cross-correlation of the original LFMCW, which can achieve high-resolution sensing by radar de-chirping and assist in communication sequence synchronization by pulse compression, respectively. Experimental results show that the single-user detection with less than 20-mm sensing error and dual-user detection with a 10.4-cm ranging resolution are realized at 28-GHz band, respectively. The wireless communication with a 11.5-Gbit/s transmission rate also at 28-GHz band is successfully tested. Moreover, the proof-of-concept experiments demonstrate the good frequency tunability and wavelength tolerance of the proposed ISAC system.",5,5,**Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW**,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_377,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_377,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_379,shared_waveform,joint waveform,fuzzy:85.71428571428572,INDIRECT,"The concept of shared_waveform is related to the time-domain waveforms and spectra of adaptive signals, such as OFDM and LFM, which are discussed in the snippet. However, the term 'shared_waveform' is not explicitly mentioned, indicating an indirect relationship.","<span id=""page-7-0""></span>**Fig. 5.** Electrical spectrum and time-domain waveform of the adaptive signals (a) OFDM time-domain waveform of 0.8 communication to total (C-T) bandwidth ratio (b) LFM time-domain waveform of 0.8 C-T bandwidth ratio (c) time-domain waveform of 0.8 C-T bandwidth ratio (d) full-band OFDM spectrum (e) spectrum when the C-T bandwidth ratio is 0.8 (f) spectrum when the C-T bandwidth ratio is 0.6 (g) spectrum when the C-T bandwidth ratio is 0.4 (h) spectrum when the C-T bandwidth ratio is 0.2 (i) full-band LFM spectrum (j) OFDM time-domain waveform of 0.2 C-T bandwidth ratio (k) LFM time-domain waveform of 0.2 C-T bandwidth ratio (l) time-domain waveform of 0.2 C-T bandwidth ratio.",143,143,"<span id=""page-2-0""></span>**2. Principle** > Optics EXPRESS > Optics EXPRESS",nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_379,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_379,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
8f0c79189310,4C|shared_processing,4C,O_ISAC_381,shared_processing,integrated processing,fuzzy:85.71428571428572,DIRECT,"The concept of shared_processing is directly related to the processing of video frames in real-time by the proposed algorithm, which performs specific steps of LED light-emitting area detection and LED-DCC data bit extraction.","- LED light-emitting area detection. After the brightness (Y) data of each video frame is extracted as a gray image, the method of pixel sampling is used with the initial sampling step length  $l_{init}$  to perform vertical integration processing on the Y value of the pixels with a constant distance, and to quickly detect the fuzzy left or right boundary of the LED light-emitting area. To avoid the error caused by sampling, the left or right boundary of the blur is taken as the center, and the left or right side is separated by  $2 \times l_{init}$ . Then, the algorithm adjusts the step length to a smaller step length ( $l_{small}$ ) and performs vertical integration processing on the pixels in this nearby area to determine the precise boundaries of the LED light-emitting area. Similarly, the precise top and bottom boundaries can be determined by horizontal integration with variable sampling step lengths. As shown in Figure 3, the red dashed lines indicate the precise left and top boundaries of the LED light-emitting area detected. Appropriately increasing  $l_{init}$  can improve the positioning speed of the LED display area, and reducing  $l_{small}$  can improve the positioning accuracy of the LED display area. In our system, the value of  $l_{init}$  is set as 5 and the value of  $l_{small}$  is set as 1.",101,101,"<span id=""page-0-0""></span>**1. Introduction** > <span id=""page-2-0""></span>**2. The Proposed Long-Distance, Real-Time LED-DCC System** > 2.1. LED-DCC Point Clustering Scheme > 2.2. Lightweight, Back-Forth, Fast Image Processing Algorithm",nan,nan,True
