paper_id,category,metric,symbol,plane,evidence,full_reasoning
O_ISAC_356,Comm Metrics,EVM,EVM,Electrical,Measured 3-channel EVM performance of 16-QAM and 32-QAM,"The authors demonstrate a photonic THz-ISAC system with simultaneous 120 Gbit/s communication and 2.5 mm sensing resolution. The system uses a dual-chirp-based integrated waveform and coherent fusion processing. The communication performance is evaluated using EVM, and the sensing resolution is achieved using the CFP algorithm."
O_ISAC_356,Sensing (Est),Resolution,Δ,N/A,Range sensing resolution record of 2.5 mm,"The authors demonstrate a photonic THz-ISAC system with simultaneous 120 Gbit/s communication and 2.5 mm sensing resolution. The system uses a dual-chirp-based integrated waveform and coherent fusion processing. The communication performance is evaluated using EVM, and the sensing resolution is achieved using the CFP algorithm."
O_ISAC_360,Comm Metrics,Throughput,Data Rate,N/A,on-chip light communication with a data rate of 40 Mbps,"The authors evaluate the performance of a monolithic III-nitride photonic circuit for integrated sensing and communication. They demonstrate on-chip light communication with a data rate of 40 Mbps and dynamic liquid sensing. The circuit consists of two identical InGaN/AlGaN MQW diodes and a comb waveguide, which enables in-plane light coupling and sensing."
O_ISAC_360,Comm Metrics,Throughput,bps,N/A,40 Mbps,"The authors evaluate the performance of a monolithic III-nitride photonic circuit for integrated sensing and communication. They demonstrate on-chip light communication with a data rate of 40 Mbps and dynamic liquid sensing. The circuit consists of two identical InGaN/AlGaN MQW diodes and a comb waveguide, which enables in-plane light coupling and sensing."
O_ISAC_368,Comm Metrics,Spectral Efficiency,N/A,N/A,Improve spectral efficiency,"The authors discuss various integrated sensing and communication (ISAC) techniques in optical transmission systems, including photonics-assisted, distributed optical fiber sensing (DOFS), and channel characteristics-based methods. They compare the advantages and challenges of these techniques but do not provide explicit performance metrics."
O_ISAC_368,Sensing (Est),Resolution,N/A,N/A,No explicit resolution mentioned,"The authors discuss various integrated sensing and communication (ISAC) techniques in optical transmission systems, including photonics-assisted, distributed optical fiber sensing (DOFS), and channel characteristics-based methods. They compare the advantages and challenges of these techniques but do not provide explicit performance metrics."
O_ISAC_368,Sensing (Det),Pd (Detect Prob),N/A,N/A,No explicit detection probability mentioned,"The authors discuss various integrated sensing and communication (ISAC) techniques in optical transmission systems, including photonics-assisted, distributed optical fiber sensing (DOFS), and channel characteristics-based methods. They compare the advantages and challenges of these techniques but do not provide explicit performance metrics."
O_ISAC_368,Signal Quality,SNR,N/A,Electrical,"No explicit SNR mentioned, but signal quality is discussed in terms of transmission performance","The authors discuss various integrated sensing and communication (ISAC) techniques in optical transmission systems, including photonics-assisted, distributed optical fiber sensing (DOFS), and channel characteristics-based methods. They compare the advantages and challenges of these techniques but do not provide explicit performance metrics."
O_ISAC_371,Comm,BER,T_{BER},Electrical,"Theoretical BER expressions for selective, maximum ratio, and equal gain combining are derived, and simulation results show that BER performance gets better with increase of SNR and worse with increase of K.","The authors evaluate the performance of a VLC-OCC-CDMA Rake system using optical complementary codes (OCCs) as signature codes. They analyze the system's performance under different combining methods, including selective combining, maximum ratio combining, and equal gain combining. The results show that OCCs have good correlation characteristics, which can effectively superpose separated multipath information. The authors also compare the performance of the VLC-OCC-CDMA system with that of a VLC-OOC-CDMA system, which uses optical orthogonal codes (OOCs) as signature codes."
O_ISAC_371,Comm,SNR,E_b/N_0,Electrical,"SNR is used to evaluate the system's performance, and the results show that BER performance gets better with increase of SNR.","The authors evaluate the performance of a VLC-OCC-CDMA Rake system using optical complementary codes (OCCs) as signature codes. They analyze the system's performance under different combining methods, including selective combining, maximum ratio combining, and equal gain combining. The results show that OCCs have good correlation characteristics, which can effectively superpose separated multipath information. The authors also compare the performance of the VLC-OCC-CDMA system with that of a VLC-OOC-CDMA system, which uses optical orthogonal codes (OOCs) as signature codes."
O_ISAC_371,Sensing (Est),None,None,N/A,No evidence of sensing or estimation metrics such as resolution or accuracy is found in the text.,"The authors evaluate the performance of a VLC-OCC-CDMA Rake system using optical complementary codes (OCCs) as signature codes. They analyze the system's performance under different combining methods, including selective combining, maximum ratio combining, and equal gain combining. The results show that OCCs have good correlation characteristics, which can effectively superpose separated multipath information. The authors also compare the performance of the VLC-OCC-CDMA system with that of a VLC-OOC-CDMA system, which uses optical orthogonal codes (OOCs) as signature codes."
O_ISAC_371,Sensing (Det),None,None,N/A,No evidence of sensing or detection metrics such as Pd or Pfa is found in the text.,"The authors evaluate the performance of a VLC-OCC-CDMA Rake system using optical complementary codes (OCCs) as signature codes. They analyze the system's performance under different combining methods, including selective combining, maximum ratio combining, and equal gain combining. The results show that OCCs have good correlation characteristics, which can effectively superpose separated multipath information. The authors also compare the performance of the VLC-OCC-CDMA system with that of a VLC-OOC-CDMA system, which uses optical orthogonal codes (OOCs) as signature codes."
O_ISAC_371,Signal Quality,None,None,N/A,"No evidence of signal quality metrics such as OSNR or SNR is found in the text, except for SNR in the electrical plane.","The authors evaluate the performance of a VLC-OCC-CDMA Rake system using optical complementary codes (OCCs) as signature codes. They analyze the system's performance under different combining methods, including selective combining, maximum ratio combining, and equal gain combining. The results show that OCCs have good correlation characteristics, which can effectively superpose separated multipath information. The authors also compare the performance of the VLC-OCC-CDMA system with that of a VLC-OOC-CDMA system, which uses optical orthogonal codes (OOCs) as signature codes."
